time,p50,p10,p90,t1,t2,issue_date
2026-02-14T16:00,0.0182,0.0101,0.1937,0.0229,0.0212,2026-02-13
2026-02-14T17:00,0.0309,0.0097,0.4061,0.0375,0.0462,2026-02-13
2026-02-14T18:00,0.0435,0.0104,0.3296,0.0546,0.077,2026-02-13
2026-02-14T19:00,0.0435,0.0101,0.2804,0.0266,0.0246,2026-02-13
2026-02-14T20:00,0.0524,0.0095,0.2661,0.0243,0.0105,2026-02-13
2026-02-14T21:00,0.0753,0.0103,0.4827,0.0736,0.0348,2026-02-13
2026-02-14T22:00,0.0305,0.0093,0.3346,0.0158,0.0292,2026-02-13
2026-02-14T23:00,0.0364,0.0112,0.4747,0.0389,0.0357,2026-02-13
2026-02-15T00:00,0.0315,0.0097,0.3691,0.0189,0.0438,2026-02-14
2026-02-15T01:00,0.0273,0.0095,0.3202,0.0321,0.0211,2026-02-14
2026-02-15T02:00,0.0152,0.0087,0.2185,0.0282,0.0279,2026-02-14
2026-02-15T03:00,0.0254,0.0094,0.3187,0.0222,0.0228,2026-02-14
2026-02-15T04:00,0.0387,0.0081,0.2627,0.0436,0.0283,2026-02-14
2026-02-15T05:00,0.0398,0.0091,0.2305,0.0388,0.0305,2026-02-14
2026-02-15T06:00,0.1019,0.0175,0.516,0.0847,0.0573,2026-02-14
2026-02-15T07:00,0.2344,0.0207,0.5984,0.2518,0.2076,2026-02-14
2026-02-15T08:00,0.2862,0.0743,0.7805,0.2915,0.2729,2026-02-14
2026-02-15T09:00,0.5874,0.1775,0.9408,0.5845,0.6045,2026-02-14
2026-02-15T10:00,0.6146,0.1561,0.9434,0.6156,0.6844,2026-02-14
2026-02-15T11:00,0.7625,0.4484,0.959,0.7538,0.8072,2026-02-14
2026-02-15T12:00,0.9108,0.7912,0.9811,0.9299,0.8922,2026-02-14
2026-02-15T13:00,0.9328,0.7698,0.9809,0.9446,0.9433,2026-02-14
2026-02-15T14:00,0.9361,0.6672,0.9831,0.9481,0.9526,2026-02-14
2026-02-15T15:00,0.9696,0.6597,0.9933,0.9616,0.9389,2026-02-14
2026-02-15T16:00,1.0,0.6762,1.0,0.9993,0.9828,2026-02-14
2026-02-15T17:00,1.0,0.7097,1.0,1.0,0.9864,2026-02-14
2026-02-15T18:00,1.0,0.5209,1.0,0.9795,0.9891,2026-02-14
2026-02-15T19:00,1.0,0.517,1.0,0.986,0.9597,2026-02-14
2026-02-15T20:00,0.9987,0.5401,1.0,0.994,0.9566,2026-02-14
2026-02-15T21:00,0.9708,0.5534,0.9994,0.9565,0.9019,2026-02-14
2026-02-15T22:00,0.712,0.248,0.9593,0.7282,0.6655,2026-02-14
2026-02-15T23:00,0.4082,0.0918,0.8729,0.4226,0.3791,2026-02-14
2026-02-16T00:00,0.3346,0.0558,0.8204,0.3371,0.3358,2026-02-15
2026-02-16T01:00,0.3337,0.0465,0.8365,0.3782,0.3245,2026-02-15
2026-02-16T02:00,0.3295,0.0455,0.8506,0.3911,0.3171,2026-02-15
2026-02-16T03:00,0.4037,0.0973,0.8652,0.4266,0.3585,2026-02-15
2026-02-16T04:00,0.4588,0.0987,0.9011,0.5171,0.4226,2026-02-15
2026-02-16T05:00,0.607,0.1183,0.9524,0.6359,0.6148,2026-02-15
2026-02-16T06:00,0.4638,0.0806,0.9046,0.3848,0.4847,2026-02-15
2026-02-16T07:00,0.7093,0.1247,0.9579,0.6448,0.637,2026-02-15
2026-02-16T08:00,0.5482,0.0934,0.932,0.5598,0.5799,2026-02-15
2026-02-16T09:00,0.5739,0.1313,0.9354,0.5493,0.5198,2026-02-15
2026-02-16T10:00,0.2822,0.0313,0.8483,0.3061,0.3263,2026-02-15
2026-02-16T11:00,0.782,0.2604,0.9419,0.7103,0.7621,2026-02-15
2026-02-16T12:00,0.9006,0.6199,0.9741,0.8594,0.8561,2026-02-15
2026-02-16T13:00,0.8645,0.501,0.9741,0.8647,0.8128,2026-02-15
2026-02-16T14:00,0.8138,0.4901,0.9828,0.7747,0.8231,2026-02-15
2026-02-16T15:00,0.5435,0.3851,0.9121,0.4658,0.5517,2026-02-15
2026-02-16T16:00,0.5362,0.368,0.9028,0.5164,0.5982,2026-02-15
2026-02-16T17:00,0.3466,0.1665,0.8602,0.314,0.3909,2026-02-15
2026-02-16T18:00,0.4788,0.076,0.8858,0.4798,0.4777,2026-02-15
2026-02-16T19:00,0.6034,0.0961,0.931,0.625,0.5801,2026-02-15
2026-02-16T20:00,0.5076,0.0978,0.9548,0.5437,0.5054,2026-02-15
2026-02-16T21:00,0.4849,0.0886,0.9435,0.5281,0.4948,2026-02-15
2026-02-16T22:00,0.3473,0.0698,0.8782,0.4357,0.3943,2026-02-15
2026-02-16T23:00,0.3592,0.0484,0.8673,0.3841,0.3394,2026-02-15
2026-02-17T00:00,0.2947,0.0402,0.7723,0.3301,0.2854,2026-02-16
2026-02-17T01:00,0.3246,0.0475,0.8639,0.3941,0.3214,2026-02-16
2026-02-17T02:00,0.3029,0.0388,0.8489,0.414,0.3176,2026-02-16
2026-02-17T03:00,0.4559,0.0841,0.8937,0.4992,0.4327,2026-02-16
2026-02-17T04:00,0.3398,0.03,0.8261,0.3848,0.3309,2026-02-16
2026-02-17T05:00,0.0849,0.0159,0.3334,0.0998,0.0452,2026-02-16
2026-02-17T06:00,0.0495,0.0125,0.313,0.0725,0.036,2026-02-16
2026-02-17T07:00,0.0852,0.0103,0.2781,0.0647,0.0469,2026-02-16
2026-02-17T08:00,0.0572,0.0099,0.407,0.0471,0.0321,2026-02-16
2026-02-17T09:00,0.0693,0.0084,0.505,0.1003,0.0812,2026-02-16
2026-02-17T10:00,0.1319,0.0115,0.526,0.1531,0.1121,2026-02-16
2026-02-17T11:00,0.0419,0.0082,0.3596,0.0392,0.0325,2026-02-16
2026-02-17T12:00,0.1342,0.0218,0.5176,0.1012,0.0762,2026-02-16
2026-02-17T13:00,0.1837,0.0274,0.5222,0.1606,0.1464,2026-02-16
2026-02-17T14:00,0.1914,0.034,0.5555,0.1914,0.1659,2026-02-16
2026-02-17T15:00,0.2874,0.0388,0.6368,0.2842,0.2391,2026-02-16
2026-02-17T16:00,0.2631,0.0325,0.6383,0.2845,0.2188,2026-02-16
2026-02-17T17:00,0.5594,0.121,0.9347,0.4917,0.5625,2026-02-16
2026-02-17T18:00,0.5931,0.1322,0.9849,0.5885,0.5473,2026-02-16
2026-02-17T19:00,0.5742,0.1415,0.9307,0.466,0.495,2026-02-16
2026-02-17T20:00,0.5587,0.1192,0.8952,0.4975,0.4638,2026-02-16
2026-02-17T21:00,0.5184,0.1433,0.8923,0.4456,0.4527,2026-02-16
2026-02-17T22:00,0.5197,0.1489,0.8772,0.4321,0.4369,2026-02-16
2026-02-17T23:00,0.6083,0.1514,0.9312,0.6417,0.5771,2026-02-16
2026-02-18T00:00,0.6851,0.1654,0.9813,0.7043,0.6689,2026-02-17
2026-02-18T01:00,0.7173,0.2245,0.9858,0.7468,0.7181,2026-02-17
2026-02-18T02:00,0.4746,0.1049,0.9399,0.5375,0.4505,2026-02-17
2026-02-18T03:00,0.4774,0.1081,0.9496,0.5379,0.4503,2026-02-17
2026-02-18T04:00,0.7129,0.2147,0.955,0.8028,0.6932,2026-02-17
2026-02-18T05:00,0.6938,0.3019,0.9688,0.7909,0.7217,2026-02-17
2026-02-18T06:00,0.7231,0.4248,0.9448,0.797,0.756,2026-02-17
2026-02-18T07:00,0.9354,0.3893,0.9635,0.8828,0.903,2026-02-17
2026-02-18T08:00,0.9099,0.5538,0.9808,0.9249,0.9253,2026-02-17
2026-02-18T09:00,0.9235,0.6065,0.9846,0.9136,0.9115,2026-02-17
2026-02-18T10:00,0.979,0.7986,0.9812,0.9469,0.9682,2026-02-17
2026-02-18T11:00,0.985,0.9546,0.985,0.9912,0.9697,2026-02-17
2026-02-18T12:00,0.9872,0.9734,0.9872,0.9816,0.9748,2026-02-17
2026-02-18T13:00,0.9912,0.8087,0.9912,1.0,0.9999,2026-02-17
2026-02-18T14:00,0.9808,0.8134,0.9827,0.9939,0.9976,2026-02-17
2026-02-18T15:00,0.9867,0.7987,0.9867,0.9778,1.0,2026-02-17
2026-02-18T16:00,0.9881,0.9507,0.9881,0.9729,0.9889,2026-02-17
2026-02-18T17:00,1.0,0.7863,1.0,0.9903,0.9968,2026-02-17
2026-02-18T18:00,0.9316,0.2004,0.9917,0.9124,0.8213,2026-02-17
2026-02-18T19:00,0.8127,0.2258,0.9874,0.7979,0.7133,2026-02-17
2026-02-18T20:00,0.62,0.2621,0.9422,0.714,0.5574,2026-02-17
2026-02-18T21:00,0.5691,0.1336,0.9154,0.6526,0.5183,2026-02-17
2026-02-18T22:00,0.557,0.1936,0.8821,0.5824,0.4919,2026-02-17
2026-02-18T23:00,0.4912,0.1398,0.8925,0.5355,0.4698,2026-02-17
2026-02-19T00:00,0.4798,0.0966,0.943,0.5193,0.4982,2026-02-18
2026-02-19T01:00,0.3523,0.077,0.8622,0.371,0.3975,2026-02-18
2026-02-19T02:00,0.3371,0.0599,0.8469,0.3729,0.4085,2026-02-18
2026-02-19T03:00,0.4181,0.0722,0.8279,0.4199,0.439,2026-02-18
2026-02-19T04:00,0.4867,0.0904,0.8593,0.451,0.4478,2026-02-18
2026-02-19T05:00,0.1809,0.0515,0.6708,0.2474,0.1812,2026-02-18
2026-02-19T06:00,0.161,0.0379,0.6606,0.2176,0.1556,2026-02-18
2026-02-19T07:00,0.1234,0.0221,0.63,0.1837,0.1098,2026-02-18
2026-02-19T08:00,0.1239,0.0272,0.5634,0.1749,0.1211,2026-02-18
2026-02-19T09:00,0.2046,0.0,0.6295,0.2306,0.141,2026-02-18
2026-02-19T10:00,0.2238,0.0355,0.752,0.259,0.2652,2026-02-18
2026-02-19T11:00,0.2752,0.0456,0.7683,0.2866,0.2918,2026-02-18
2026-02-19T12:00,0.3687,0.0385,0.8186,0.3263,0.3606,2026-02-18
2026-02-19T13:00,0.4232,0.0392,0.742,0.3911,0.4064,2026-02-18
2026-02-19T14:00,0.3861,0.0278,0.7253,0.3739,0.3623,2026-02-18
2026-02-19T15:00,0.3157,0.0849,0.6785,0.2984,0.3231,2026-02-18
2026-02-19T16:00,0.0765,0.0278,0.502,0.1128,0.0847,2026-02-18
2026-02-19T17:00,0.2188,0.029,0.5936,0.1718,0.2469,2026-02-18
2026-02-19T18:00,0.0622,0.0108,0.3565,0.0515,0.0245,2026-02-18
2026-02-19T19:00,0.034,0.0096,0.1739,0.0251,0.0149,2026-02-18
2026-02-19T20:00,0.0817,0.0156,0.4101,0.0931,0.0771,2026-02-18
2026-02-19T21:00,0.1046,0.0141,0.5363,0.1096,0.0803,2026-02-18
2026-02-19T22:00,0.3418,0.0471,0.7712,0.315,0.3279,2026-02-18
2026-02-19T23:00,0.2745,0.0343,0.7369,0.2509,0.2394,2026-02-18
2026-02-20T00:00,0.3853,0.0693,0.8685,0.3553,0.3782,2026-02-19
2026-02-20T01:00,0.394,0.0655,0.8685,0.3472,0.3846,2026-02-19
2026-02-20T02:00,0.4217,0.0615,0.8741,0.4388,0.4136,2026-02-19
2026-02-20T03:00,0.3581,0.0353,0.809,0.3434,0.339,2026-02-19
2026-02-20T04:00,0.4074,0.0534,0.8525,0.3415,0.3858,2026-02-19
2026-02-20T05:00,0.3862,0.0461,0.8336,0.3315,0.3684,2026-02-19
2026-02-20T06:00,0.4018,0.0367,0.838,0.4192,0.3664,2026-02-19
2026-02-20T07:00,0.5097,0.1109,0.9035,0.5563,0.4406,2026-02-19
2026-02-20T08:00,0.39,0.0455,0.8837,0.3917,0.3588,2026-02-19
2026-02-20T09:00,0.2623,0.0209,0.8376,0.2676,0.3125,2026-02-19
2026-02-20T10:00,0.1959,0.036,0.7517,0.233,0.304,2026-02-19
2026-02-20T11:00,0.1843,0.0331,0.6923,0.1952,0.2603,2026-02-19
2026-02-20T12:00,0.126,0.0066,0.5625,0.1456,0.183,2026-02-19
2026-02-20T13:00,0.107,0.0088,0.4693,0.146,0.1682,2026-02-19
2026-02-20T14:00,0.0608,0.012,0.4026,0.0861,0.08,2026-02-19
2026-02-20T15:00,0.0383,0.0127,0.4187,0.0615,0.0778,2026-02-19
2026-02-20T16:00,0.0414,0.0198,0.3289,0.0582,0.0774,2026-02-19
2026-02-20T17:00,0.066,0.0107,0.4414,0.0479,0.0513,2026-02-19
2026-02-20T18:00,0.0584,0.0103,0.4492,0.0552,0.0639,2026-02-19
2026-02-20T19:00,0.0798,0.0091,0.379,0.1118,0.0803,2026-02-19
2026-02-20T20:00,0.3538,0.0319,0.7283,0.3334,0.3197,2026-02-19
2026-02-20T21:00,0.4699,0.0885,0.7771,0.3766,0.4071,2026-02-19
2026-02-20T22:00,0.4662,0.1002,0.7875,0.4023,0.4457,2026-02-19
2026-02-20T23:00,0.5838,0.1112,0.8244,0.541,0.5539,2026-02-19
2026-02-21T00:00,0.5165,0.1043,0.7914,0.4928,0.4632,2026-02-20
2026-02-21T01:00,0.5266,0.1044,0.8099,0.5137,0.4781,2026-02-20
2026-02-21T02:00,0.5317,0.1094,0.7808,0.4858,0.4422,2026-02-20
2026-02-21T03:00,0.3794,0.0856,0.7355,0.3884,0.3276,2026-02-20
2026-02-21T04:00,0.3642,0.0335,0.7754,0.4076,0.3061,2026-02-20
2026-02-21T05:00,0.2899,0.0225,0.777,0.3538,0.2898,2026-02-20
2026-02-21T06:00,0.2366,0.0037,0.6902,0.2666,0.2098,2026-02-20
2026-02-21T07:00,0.1713,0.0065,0.5802,0.2295,0.159,2026-02-20
2026-02-21T08:00,0.108,0.014,0.5715,0.1231,0.0653,2026-02-20
2026-02-21T09:00,0.0302,0.0094,0.333,0.0204,0.0244,2026-02-20
2026-02-21T10:00,0.1809,0.0133,0.6474,0.1735,0.1715,2026-02-20
2026-02-21T11:00,0.9235,0.7114,0.9784,0.8942,0.9091,2026-02-20
2026-02-21T12:00,0.9375,0.7266,0.981,0.9221,0.9172,2026-02-20
2026-02-21T13:00,0.9859,0.7937,0.9859,0.9607,0.9709,2026-02-20
2026-02-21T14:00,0.9874,0.8767,0.9874,0.9925,0.9707,2026-02-20
2026-02-21T15:00,0.8129,0.5456,0.9821,0.8315,0.7794,2026-02-20
2026-02-21T16:00,0.6285,0.3935,0.9582,0.6417,0.6588,2026-02-20
2026-02-21T17:00,0.4947,0.3504,0.8789,0.4917,0.5481,2026-02-20
2026-02-21T18:00,0.2957,0.1845,0.6954,0.2983,0.3411,2026-02-20
2026-02-21T19:00,0.2527,0.0384,0.7355,0.2859,0.2755,2026-02-20
2026-02-21T20:00,0.4568,0.0845,0.8602,0.4536,0.4578,2026-02-20
2026-02-21T21:00,0.4265,0.0567,0.8697,0.3948,0.3975,2026-02-20
2026-02-21T22:00,0.4078,0.0619,0.8683,0.3893,0.3991,2026-02-20
2026-02-21T23:00,0.1111,0.0126,0.5353,0.0998,0.1029,2026-02-20
2026-02-22T00:00,0.0691,0.013,0.4441,0.101,0.1096,2026-02-21
2026-02-22T01:00,0.068,0.0175,0.4342,0.099,0.1045,2026-02-21
2026-02-22T02:00,0.0427,0.0092,0.3268,0.0587,0.074,2026-02-21
2026-02-22T03:00,0.0224,0.0088,0.251,0.0085,0.0189,2026-02-21
2026-02-22T04:00,0.0383,0.0092,0.1937,0.0118,0.024,2026-02-21
2026-02-22T05:00,0.0248,0.0091,0.153,0.0146,0.0218,2026-02-21
2026-02-22T06:00,0.0264,0.0091,0.1609,0.0227,0.0351,2026-02-21
2026-02-22T07:00,0.0532,0.0086,0.2673,0.0754,0.0834,2026-02-21
2026-02-22T08:00,0.0762,0.0127,0.5489,0.1316,0.1169,2026-02-21
2026-02-22T09:00,0.1728,0.0057,0.6671,0.2175,0.164,2026-02-21
2026-02-22T10:00,0.4416,0.064,0.8158,0.4965,0.4512,2026-02-21
2026-02-22T11:00,0.6973,0.3832,0.9645,0.5823,0.791,2026-02-21
2026-02-22T12:00,0.9303,0.6645,0.9826,0.8989,0.9756,2026-02-21
2026-02-22T13:00,0.9954,0.7401,0.9954,0.8983,0.9751,2026-02-21
2026-02-22T14:00,0.9989,0.7013,0.9989,0.9007,1.0,2026-02-21
2026-02-22T15:00,0.8954,0.5862,0.967,0.7937,0.9867,2026-02-21
2026-02-22T16:00,0.8836,0.6255,0.9769,0.7701,0.926,2026-02-21
2026-02-22T17:00,0.7645,0.3271,0.9865,0.7264,0.7907,2026-02-21
2026-02-22T18:00,0.6158,0.0846,0.9459,0.6586,0.5337,2026-02-21
2026-02-22T19:00,0.3048,0.0307,0.6215,0.3833,0.3481,2026-02-21
2026-02-22T20:00,0.0854,0.0175,0.4423,0.1679,0.1313,2026-02-21
2026-02-22T21:00,0.0383,0.0084,0.2488,0.0443,0.0559,2026-02-21
2026-02-22T22:00,0.0155,0.0087,0.2141,0.0161,0.0244,2026-02-21
2026-02-22T23:00,0.0289,0.0093,0.2125,0.0249,0.0423,2026-02-21
2026-02-23T00:00,0.0189,0.0099,0.1623,0.0137,0.0247,2026-02-22
2026-02-23T01:00,0.0083,0.0083,0.1622,0.0094,0.0187,2026-02-22
2026-02-23T02:00,0.0388,0.0095,0.2158,0.032,0.0392,2026-02-22
2026-02-23T03:00,0.0392,0.0117,0.2461,0.027,0.0417,2026-02-22
2026-02-23T04:00,0.0205,0.0096,0.2151,0.0285,0.0301,2026-02-22
2026-02-23T05:00,0.0192,0.0095,0.1873,0.0283,0.0421,2026-02-22
2026-02-23T06:00,0.0108,0.0104,0.1794,0.0138,0.0215,2026-02-22
2026-02-23T07:00,0.0598,0.0085,0.2995,0.0624,0.0657,2026-02-22
2026-02-23T08:00,0.0583,0.0094,0.3233,0.0645,0.0658,2026-02-22
2026-02-23T09:00,0.0823,0.0091,0.3962,0.0618,0.0748,2026-02-22
2026-02-23T10:00,0.0627,0.0084,0.4632,0.0771,0.1087,2026-02-22
2026-02-23T11:00,0.139,0.0,0.4613,0.1161,0.1429,2026-02-22
2026-02-23T12:00,0.0775,0.0205,0.4933,0.1275,0.1303,2026-02-22
2026-02-23T13:00,0.2025,0.0637,0.627,0.2437,0.2638,2026-02-22
2026-02-23T14:00,0.5272,0.1311,0.7692,0.503,0.4778,2026-02-22
2026-02-23T15:00,0.5315,0.1553,0.8157,0.4938,0.4977,2026-02-22
2026-02-23T16:00,0.6642,0.4007,0.9598,0.6212,0.6205,2026-02-22
2026-02-23T17:00,0.5874,0.1776,0.9045,0.5745,0.5978,2026-02-22
2026-02-23T18:00,0.663,0.3572,0.9642,0.652,0.6319,2026-02-22
2026-02-23T19:00,0.6994,0.3885,0.9715,0.7359,0.7027,2026-02-22
2026-02-23T20:00,0.8365,0.4672,0.9805,0.8506,0.816,2026-02-22
2026-02-23T21:00,0.7891,0.3004,0.9759,0.7659,0.7805,2026-02-22
2026-02-23T22:00,0.7761,0.3319,0.975,0.765,0.7619,2026-02-22
2026-02-23T23:00,0.8329,0.4574,0.9843,0.8153,0.7889,2026-02-22
2026-02-24T00:00,0.88,0.4887,0.9802,0.8639,0.8745,2026-02-23
2026-02-24T01:00,0.8158,0.5452,0.9823,0.7765,0.7814,2026-02-23
2026-02-24T02:00,0.7712,0.4532,0.9688,0.7402,0.74,2026-02-23
2026-02-24T03:00,0.6921,0.4088,0.937,0.6875,0.6679,2026-02-23
2026-02-24T04:00,0.6898,0.4091,0.9459,0.6661,0.6546,2026-02-23
2026-02-24T05:00,0.5575,0.2875,0.8507,0.6324,0.5196,2026-02-23
2026-02-24T06:00,0.4306,0.1102,0.8879,0.457,0.4764,2026-02-23
2026-02-24T07:00,0.4188,0.0963,0.8104,0.4267,0.4539,2026-02-23
2026-02-24T08:00,0.3963,0.0744,0.7889,0.3417,0.3732,2026-02-23
2026-02-24T09:00,0.3875,0.0765,0.7948,0.3961,0.3856,2026-02-23
2026-02-24T10:00,0.5123,0.0,0.7693,0.5012,0.4687,2026-02-23
2026-02-24T11:00,0.3973,0.0467,0.7766,0.3882,0.4268,2026-02-23
2026-02-24T12:00,0.3889,0.0817,0.7856,0.4016,0.5092,2026-02-23
2026-02-24T13:00,0.4342,0.0817,0.786,0.3989,0.5341,2026-02-23
2026-02-24T14:00,0.4212,0.161,0.8254,0.4281,0.5659,2026-02-23
2026-02-24T15:00,0.4136,0.1321,0.828,0.4125,0.5527,2026-02-23
2026-02-24T16:00,0.2873,0.1613,0.8314,0.2528,0.3873,2026-02-23
2026-02-24T17:00,0.2591,0.0518,0.6464,0.2659,0.2775,2026-02-23
2026-02-24T18:00,0.1899,0.035,0.6704,0.2067,0.2459,2026-02-23
2026-02-24T19:00,0.19,0.0443,0.5697,0.1727,0.2254,2026-02-23
2026-02-24T20:00,0.183,0.0341,0.6453,0.1583,0.19,2026-02-23
2026-02-24T21:00,0.0908,0.0136,0.4038,0.0804,0.095,2026-02-23
2026-02-24T22:00,0.0818,0.0105,0.5587,0.0835,0.0571,2026-02-23
2026-02-24T23:00,0.0673,0.0103,0.4648,0.0304,0.0554,2026-02-23
2026-02-25T00:00,0.041,0.0097,0.453,0.0081,0.0343,2026-02-24
2026-02-25T01:00,0.049,0.0095,0.3156,0.0172,0.0262,2026-02-24
2026-02-25T02:00,0.0554,0.0096,0.457,0.032,0.0353,2026-02-24
2026-02-25T03:00,0.0755,0.009,0.3603,0.0328,0.0325,2026-02-24
2026-02-25T04:00,0.0718,0.0091,0.3739,0.0495,0.0297,2026-02-24
2026-02-25T05:00,0.0503,0.0109,0.349,0.05,0.0299,2026-02-24
2026-02-25T06:00,0.0437,0.0097,0.35,0.0527,0.034,2026-02-24
2026-02-25T07:00,0.0425,0.0105,0.3285,0.0158,0.04,2026-02-24
2026-02-25T08:00,0.0278,0.0103,0.3345,0.0225,0.0485,2026-02-24
2026-02-25T09:00,0.0245,0.0089,0.2513,0.0014,0.021,2026-02-24
2026-02-25T10:00,0.0285,0.0084,0.2858,0.0225,0.0376,2026-02-24
2026-02-25T11:00,0.0191,0.0083,0.0901,0.0123,0.019,2026-02-24
2026-02-25T12:00,0.0211,0.0083,0.1074,0.0132,0.0246,2026-02-24
2026-02-25T13:00,0.0205,0.0097,0.1343,0.0183,0.0313,2026-02-24
2026-02-25T14:00,0.0196,0.0098,0.1373,0.0199,0.0209,2026-02-24
2026-02-25T15:00,0.0282,0.0098,0.1921,0.0305,0.0249,2026-02-24
2026-02-25T16:00,0.0235,0.0098,0.2025,0.0247,0.0435,2026-02-24
2026-02-25T17:00,0.0341,0.0106,0.1966,0.035,0.0532,2026-02-24
2026-02-25T18:00,0.0488,0.0108,0.3212,0.0517,0.0722,2026-02-24
2026-02-25T19:00,0.0403,0.0105,0.3387,0.0527,0.0716,2026-02-24
2026-02-25T20:00,0.0647,0.0096,0.3649,0.0411,0.0441,2026-02-24
2026-02-25T21:00,0.076,0.0101,0.4192,0.0593,0.0556,2026-02-24
2026-02-25T22:00,0.2549,0.0214,0.7029,0.2363,0.2009,2026-02-24
2026-02-25T23:00,0.4367,0.0931,0.8984,0.4306,0.4397,2026-02-24
2026-02-26T00:00,0.6683,0.1543,0.9573,0.623,0.5854,2026-02-25
2026-02-26T01:00,0.7041,0.1898,0.9617,0.6703,0.6319,2026-02-25
2026-02-26T02:00,0.6679,0.1898,0.9441,0.6728,0.6094,2026-02-25
2026-02-26T03:00,0.7839,0.32,0.9825,0.8691,0.7565,2026-02-25
2026-02-26T04:00,0.6382,0.2751,0.9424,0.6768,0.569,2026-02-25
2026-02-26T05:00,0.7305,0.2427,0.9663,0.7678,0.6131,2026-02-25
2026-02-26T06:00,0.6205,0.1495,0.9467,0.6908,0.5372,2026-02-25
2026-02-26T07:00,0.5438,0.1422,0.941,0.5298,0.4772,2026-02-25
2026-02-26T08:00,0.3483,0.088,0.8581,0.2857,0.3325,2026-02-25
2026-02-26T09:00,0.0665,0.0155,0.4648,0.0684,0.1034,2026-02-25
2026-02-26T10:00,0.1614,0.1614,0.4875,0.0777,0.1856,2026-02-25
2026-02-26T11:00,0.8149,0.6189,0.9692,0.8215,0.7645,2026-02-25
2026-02-26T12:00,0.5631,0.2602,0.913,0.5721,0.607,2026-02-25
2026-02-26T13:00,0.1293,0.1234,0.4922,0.1576,0.1616,2026-02-25
2026-02-26T14:00,0.124,0.0192,0.4854,0.1471,0.1403,2026-02-25
2026-02-26T15:00,0.2277,0.0646,0.6202,0.2546,0.2795,2026-02-25
2026-02-26T16:00,0.3198,0.0952,0.6759,0.2866,0.3535,2026-02-25
2026-02-26T17:00,0.5741,0.4295,0.8978,0.564,0.5819,2026-02-25
2026-02-26T18:00,0.5519,0.2534,0.8799,0.5394,0.5561,2026-02-25
2026-02-26T19:00,0.3854,0.1351,0.8687,0.4204,0.3973,2026-02-25
2026-02-26T20:00,0.4539,0.2078,0.9208,0.484,0.4558,2026-02-25
2026-02-26T21:00,0.5922,0.218,0.9598,0.6139,0.6268,2026-02-25
2026-02-26T22:00,0.5998,0.2022,0.9494,0.6107,0.6301,2026-02-25
2026-02-26T23:00,0.5913,0.1524,0.937,0.5835,0.6254,2026-02-25
2026-02-27T00:00,0.6298,0.1657,0.9764,0.5804,0.6429,2026-02-26
2026-02-27T01:00,0.4403,0.0903,0.8521,0.4239,0.446,2026-02-26
2026-02-27T02:00,0.4981,0.0674,0.8586,0.5352,0.5174,2026-02-26
2026-02-27T03:00,0.4364,0.0529,0.8117,0.4089,0.4231,2026-02-26
2026-02-27T04:00,0.3938,0.0453,0.8396,0.4044,0.4009,2026-02-26
2026-02-27T05:00,0.203,0.001,0.6605,0.1788,0.1736,2026-02-26
2026-02-27T06:00,0.1835,0.0006,0.6311,0.1661,0.1553,2026-02-26
2026-02-27T07:00,0.1706,0.0036,0.5808,0.1717,0.1592,2026-02-26
2026-02-27T08:00,0.1558,0.0115,0.687,0.1623,0.2052,2026-02-26
2026-02-27T09:00,0.0644,0.0099,0.5186,0.0782,0.0692,2026-02-26
2026-02-27T10:00,0.1085,0.0132,0.5265,0.112,0.1072,2026-02-26
2026-02-27T11:00,0.1009,0.0112,0.5367,0.1086,0.1103,2026-02-26
2026-02-27T12:00,0.0692,0.0163,0.4857,0.1023,0.0853,2026-02-26
2026-02-27T13:00,0.195,0.0336,0.5282,0.1436,0.1765,2026-02-26
2026-02-27T14:00,0.3136,0.1016,0.7043,0.2937,0.3231,2026-02-26
2026-02-27T15:00,0.4519,0.2429,0.7442,0.4844,0.497,2026-02-26
2026-02-27T16:00,0.5343,0.1961,0.783,0.5267,0.5348,2026-02-26
2026-02-27T17:00,0.3024,0.1014,0.7326,0.2749,0.3115,2026-02-26
2026-02-27T18:00,0.3504,0.1458,0.7118,0.3199,0.3629,2026-02-26
2026-02-27T19:00,0.2663,0.1297,0.6623,0.2893,0.2987,2026-02-26
2026-02-27T20:00,0.5139,0.2114,0.802,0.5506,0.5148,2026-02-26
2026-02-27T21:00,0.5322,0.3296,0.8994,0.6642,0.5535,2026-02-26
2026-02-27T22:00,0.5685,0.3013,0.8837,0.6257,0.5513,2026-02-26
2026-02-27T23:00,0.3773,0.1435,0.79,0.424,0.4303,2026-02-26
2026-02-28T00:00,0.3099,0.1264,0.7723,0.283,0.3364,2026-02-27
2026-02-28T01:00,0.5076,0.1652,0.8459,0.5983,0.4871,2026-02-27
2026-02-28T02:00,0.41,0.2058,0.7715,0.4401,0.412,2026-02-27
2026-02-28T03:00,0.5962,0.2538,0.8724,0.6407,0.5781,2026-02-27
2026-02-28T04:00,0.5973,0.2999,0.9293,0.6559,0.5584,2026-02-27
2026-02-28T05:00,0.6037,0.2955,0.8823,0.6666,0.6455,2026-02-27
2026-02-28T06:00,0.5806,0.2762,0.8754,0.6464,0.6107,2026-02-27
2026-02-28T07:00,0.6402,0.2578,0.8916,0.6443,0.642,2026-02-27
2026-02-28T08:00,0.6201,0.2983,0.8991,0.6231,0.6018,2026-02-27
