issue_date,issued_at,time,lead_day,p50,p10,p90,t1,t2,curve,wind_100m,actual
2026-02-04,2026-02-04T23:59,2026-02-05T20:00,1,0.761,0.1762,0.9928,0.8006,0.7649,0.3412,6.86,
2026-02-04,2026-02-04T23:59,2026-02-05T21:00,1,0.7302,0.1438,1.0,0.7499,0.7419,0.344,6.88,
2026-02-04,2026-02-04T23:59,2026-02-05T22:00,1,0.5309,0.09,0.99,0.5112,0.5194,0.2724,6.36,
2026-02-04,2026-02-04T23:59,2026-02-05T23:00,1,0.4881,0.1194,0.9742,0.4949,0.5308,0.3006,6.57,
2026-02-04,2026-02-04T23:59,2026-02-06T00:00,2,0.3356,0.0504,0.8721,0.3451,0.2976,0.2329,6.06,
2026-02-04,2026-02-04T23:59,2026-02-06T01:00,2,0.2831,0.0479,0.8555,0.285,0.2733,0.1925,5.68,
2026-02-04,2026-02-04T23:59,2026-02-06T02:00,2,0.308,0.0302,0.8496,0.3021,0.2982,0.1643,5.39,
2026-02-04,2026-02-04T23:59,2026-02-06T03:00,2,0.1883,0.0158,0.7745,0.2126,0.2083,0.1319,5.03,
2026-02-04,2026-02-04T23:59,2026-02-06T04:00,2,0.1175,0.0156,0.5413,0.093,0.1176,0.0315,3.06,
2026-02-04,2026-02-04T23:59,2026-02-06T05:00,2,0.0312,0.0098,0.2811,0.0204,0.0288,0.0315,3.06,
2026-02-04,2026-02-04T23:59,2026-02-06T06:00,2,0.3595,0.0673,0.8082,0.3145,0.349,0.5106,7.97,
2026-02-04,2026-02-04T23:59,2026-02-06T07:00,2,0.1607,0.015,0.6444,0.1914,0.1345,0.2026,5.78,
2026-02-04,2026-02-04T23:59,2026-02-06T08:00,2,0.1243,0.0123,0.596,0.1239,0.1232,0.1544,5.28,
2026-02-04,2026-02-04T23:59,2026-02-06T09:00,2,0.3193,0.001,0.8537,0.33,0.2771,0.5908,8.5,
2026-02-04,2026-02-04T23:59,2026-02-06T10:00,2,0.7541,0.2654,0.959,0.8017,0.7238,0.98,13.45,
2026-02-04,2026-02-04T23:59,2026-02-06T11:00,2,0.8654,0.4363,0.9728,0.86,0.8423,0.9583,11.42,
2026-02-04,2026-02-04T23:59,2026-02-06T12:00,2,0.9665,0.659,0.9839,0.9846,0.9669,0.98,12.61,
2026-02-04,2026-02-04T23:59,2026-02-06T13:00,2,0.9716,0.7059,0.9839,0.9841,0.9717,0.98,12.6,
2026-02-04,2026-02-04T23:59,2026-02-06T14:00,2,0.9701,0.7119,0.9835,0.9836,0.9713,0.98,13.06,
2026-02-04,2026-02-04T23:59,2026-02-06T15:00,2,0.9732,0.7288,0.9828,0.9856,0.9731,0.98,13.08,
2026-02-04,2026-02-04T23:59,2026-02-06T16:00,2,0.9745,0.6997,0.9839,0.9785,0.9724,0.9796,12.45,
2026-02-04,2026-02-04T23:59,2026-02-06T17:00,2,0.9724,0.7655,0.9823,0.9864,0.9494,0.98,14.21,
2026-02-04,2026-02-04T23:59,2026-02-06T18:00,2,0.976,0.6834,0.9824,0.9662,0.9472,0.98,13.65,
2026-02-04,2026-02-04T23:59,2026-02-06T19:00,2,0.9781,0.6926,0.9837,0.9726,0.9473,0.98,13.85,
2026-02-04,2026-02-04T23:59,2026-02-06T20:00,2,0.9581,0.6964,0.9855,0.982,0.9409,0.98,13.95,
2026-02-04,2026-02-04T23:59,2026-02-06T21:00,2,0.9577,0.6879,0.9853,0.9754,0.9362,0.98,12.98,
2026-02-04,2026-02-04T23:59,2026-02-06T22:00,2,0.9707,0.5728,0.9804,0.952,0.9698,0.9728,11.87,
2026-02-04,2026-02-04T23:59,2026-02-06T23:00,2,0.9755,0.5974,0.9851,0.9613,0.9391,0.9747,11.95,
2026-02-05,2026-02-05T23:59,2026-02-06T00:00,1,0.38,0.0529,0.9185,0.3816,0.3386,0.2487,6.18,
2026-02-05,2026-02-05T23:59,2026-02-06T01:00,1,0.3471,0.0505,0.8815,0.3309,0.3489,0.1733,5.49,
2026-02-05,2026-02-05T23:59,2026-02-06T02:00,1,0.263,0.0332,0.791,0.2914,0.2396,0.14,5.12,
2026-02-05,2026-02-05T23:59,2026-02-06T03:00,1,0.1465,0.0155,0.6812,0.1531,0.1583,0.113,4.73,
2026-02-05,2026-02-05T23:59,2026-02-06T04:00,1,0.1154,0.0103,0.5196,0.116,0.1118,0.0295,3.01,
2026-02-05,2026-02-05T23:59,2026-02-06T05:00,1,0.0867,0.0101,0.2962,0.0764,0.06,0.0272,2.92,
2026-02-05,2026-02-05T23:59,2026-02-06T06:00,1,0.0203,0.0095,0.1606,0.0174,0.0198,0.0103,2.02,
2026-02-05,2026-02-05T23:59,2026-02-06T07:00,1,0.1467,0.0133,0.4993,0.1357,0.0997,0.2369,6.09,
2026-02-05,2026-02-05T23:59,2026-02-06T08:00,1,0.3413,0.0269,0.7399,0.2939,0.3026,0.4075,7.29,
2026-02-05,2026-02-05T23:59,2026-02-06T09:00,1,0.1036,0.0032,0.5314,0.141,0.1079,0.1724,5.48,
2026-02-05,2026-02-05T23:59,2026-02-06T10:00,1,0.0237,0.0083,0.2297,0.0167,0.0136,0.0234,2.77,
2026-02-05,2026-02-05T23:59,2026-02-06T11:00,1,0.1947,0.0486,0.6993,0.1494,0.2007,0.1589,5.33,
2026-02-05,2026-02-05T23:59,2026-02-06T12:00,1,0.7319,0.4228,0.981,0.6858,0.7483,0.6348,8.8,
2026-02-05,2026-02-05T23:59,2026-02-06T13:00,1,0.8075,0.499,0.9834,0.8191,0.7989,0.7746,9.74,
2026-02-05,2026-02-05T23:59,2026-02-06T14:00,1,0.9394,0.6402,0.9838,0.962,0.947,0.9695,11.73,
2026-02-05,2026-02-05T23:59,2026-02-06T15:00,1,0.967,0.7128,0.9834,0.9838,0.9659,0.98,12.85,
2026-02-05,2026-02-05T23:59,2026-02-06T16:00,1,0.9631,0.7152,0.9837,0.9827,0.9667,0.98,13.73,
2026-02-05,2026-02-05T23:59,2026-02-06T17:00,1,0.968,0.719,0.9837,0.9641,0.9648,0.98,14.87,
2026-02-05,2026-02-05T23:59,2026-02-06T18:00,1,0.9688,0.7522,0.9835,0.9873,0.9776,0.98,16.0,
2026-02-05,2026-02-05T23:59,2026-02-06T19:00,1,0.9749,0.7227,0.985,0.9867,0.9657,0.98,14.47,
2026-02-05,2026-02-05T23:59,2026-02-06T20:00,1,0.9601,0.7273,0.9855,0.977,0.9373,0.98,14.15,
2026-02-05,2026-02-05T23:59,2026-02-06T21:00,1,0.9574,0.7027,0.9857,0.9775,0.9355,0.98,13.49,
2026-02-05,2026-02-05T23:59,2026-02-06T22:00,1,0.8898,0.6105,0.9786,0.9003,0.8805,0.9612,11.46,
2026-02-05,2026-02-05T23:59,2026-02-06T23:00,1,0.6505,0.3667,0.9059,0.7617,0.6101,0.4826,7.78,
2026-02-05,2026-02-05T23:59,2026-02-07T00:00,2,0.8229,0.3682,0.9854,0.8098,0.7989,0.897,10.69,
2026-02-05,2026-02-05T23:59,2026-02-07T01:00,2,0.8349,0.3596,0.9825,0.8063,0.8089,0.8569,10.34,
2026-02-05,2026-02-05T23:59,2026-02-07T02:00,2,0.616,0.1407,0.9676,0.6278,0.6193,0.7347,9.46,
2026-02-05,2026-02-05T23:59,2026-02-07T03:00,2,0.518,0.0768,0.8822,0.5175,0.5477,0.5347,8.13,
2026-02-05,2026-02-05T23:59,2026-02-07T04:00,2,0.4372,0.0666,0.8654,0.4517,0.4668,0.4396,7.49,
2026-02-05,2026-02-05T23:59,2026-02-07T05:00,2,0.2023,0.0147,0.6395,0.2112,0.1956,0.1661,5.41,
2026-02-05,2026-02-05T23:59,2026-02-07T06:00,2,0.0649,0.0147,0.5713,0.0923,0.0849,0.098,4.48,
2026-02-05,2026-02-05T23:59,2026-02-07T07:00,2,0.0267,0.0091,0.2458,0.0205,0.0062,0.0159,2.44,
2026-02-05,2026-02-05T23:59,2026-02-07T08:00,2,0.0171,0.01,0.1425,0.0038,0.0053,0.01,0.86,
2026-02-05,2026-02-05T23:59,2026-02-07T09:00,2,0.015,0.0087,0.1785,0.0057,0.0144,0.01,1.97,
2026-02-05,2026-02-05T23:59,2026-02-07T10:00,2,0.0145,0.0085,0.305,0.0222,0.0238,0.01,1.95,
2026-02-05,2026-02-05T23:59,2026-02-07T11:00,2,0.0004,0.0004,0.359,0.0109,0.0557,0.0476,3.48,
2026-02-05,2026-02-05T23:59,2026-02-07T12:00,2,0.0894,0.0246,0.63,0.0719,0.1176,0.0998,4.51,
2026-02-05,2026-02-05T23:59,2026-02-07T13:00,2,0.2205,0.0613,0.7327,0.1824,0.2684,0.1427,5.15,
2026-02-05,2026-02-05T23:59,2026-02-07T14:00,2,0.2225,0.0462,0.6854,0.1782,0.2668,0.131,5.02,
2026-02-05,2026-02-05T23:59,2026-02-07T15:00,2,0.1933,0.028,0.5237,0.1574,0.2111,0.0867,4.28,
2026-02-05,2026-02-05T23:59,2026-02-07T16:00,2,0.1073,0.0109,0.5058,0.1008,0.1048,0.0433,3.37,
2026-02-05,2026-02-05T23:59,2026-02-07T17:00,2,0.0362,0.0086,0.3019,0.0397,0.0288,0.01,1.52,
2026-02-05,2026-02-05T23:59,2026-02-07T18:00,2,0.1474,0.0133,0.5441,0.1464,0.1271,0.0952,4.43,
2026-02-05,2026-02-05T23:59,2026-02-07T19:00,2,0.3993,0.078,0.8187,0.3172,0.3812,0.3769,7.1,
2026-02-05,2026-02-05T23:59,2026-02-07T20:00,2,0.5708,0.1999,0.8733,0.6188,0.5722,0.3962,7.22,
2026-02-05,2026-02-05T23:59,2026-02-07T21:00,2,0.5898,0.2649,0.9046,0.6621,0.6086,0.4396,7.49,
2026-02-05,2026-02-05T23:59,2026-02-07T22:00,2,0.7111,0.2625,0.9606,0.7013,0.6578,0.6524,8.92,
2026-02-05,2026-02-05T23:59,2026-02-07T23:00,2,0.6985,0.2495,0.9637,0.6476,0.6703,0.7393,9.49,
2026-02-06,2026-02-06T23:59,2026-02-07T00:00,1,0.5172,0.2452,0.8388,0.5975,0.5031,0.2645,6.3,
2026-02-06,2026-02-06T23:59,2026-02-07T01:00,1,0.3278,0.0711,0.7933,0.2747,0.3771,0.2016,5.77,
2026-02-06,2026-02-06T23:59,2026-02-07T02:00,1,0.3029,0.0161,0.7926,0.2754,0.3289,0.254,6.22,
2026-02-06,2026-02-06T23:59,2026-02-07T03:00,1,0.2922,0.0194,0.7145,0.2694,0.323,0.2329,6.06,
2026-02-06,2026-02-06T23:59,2026-02-07T04:00,1,0.299,0.0259,0.6878,0.276,0.2914,0.2118,5.87,
2026-02-06,2026-02-06T23:59,2026-02-07T05:00,1,0.1026,0.0086,0.4925,0.0776,0.0928,0.0677,3.93,
2026-02-06,2026-02-06T23:59,2026-02-07T06:00,1,0.0333,0.0091,0.2829,0.0365,0.0188,0.0179,2.55,
2026-02-06,2026-02-06T23:59,2026-02-07T07:00,1,0.0181,0.0092,0.1388,0.021,0.0109,0.01,0.91,
2026-02-06,2026-02-06T23:59,2026-02-07T08:00,1,0.02,0.0094,0.1076,0.0096,0.0157,0.01,0.59,
2026-02-06,2026-02-06T23:59,2026-02-07T09:00,1,0.0142,0.0095,0.1417,0.0129,0.0129,0.01,1.34,
2026-02-06,2026-02-06T23:59,2026-02-07T10:00,1,0.0794,0.0159,0.5464,0.0224,0.0473,0.0384,3.24,
2026-02-06,2026-02-06T23:59,2026-02-07T11:00,1,0.1925,0.0253,0.8273,0.1806,0.2863,0.1833,5.59,
2026-02-06,2026-02-06T23:59,2026-02-07T12:00,1,0.3133,0.0573,0.8482,0.2831,0.3828,0.2461,6.16,
2026-02-06,2026-02-06T23:59,2026-02-07T13:00,1,0.2695,0.0435,0.7913,0.2277,0.3429,0.2369,6.09,
2026-02-06,2026-02-06T23:59,2026-02-07T14:00,1,0.2491,0.0374,0.7495,0.2149,0.2979,0.1472,5.2,
2026-02-06,2026-02-06T23:59,2026-02-07T15:00,1,0.1412,0.011,0.3624,0.0785,0.1464,0.0564,3.68,
2026-02-06,2026-02-06T23:59,2026-02-07T16:00,1,0.0381,0.0098,0.2637,0.0213,0.0395,0.0144,2.33,
2026-02-06,2026-02-06T23:59,2026-02-07T17:00,1,0.1604,0.0464,0.6232,0.0722,0.1422,0.01,0.61,
2026-02-06,2026-02-06T23:59,2026-02-07T18:00,1,0.2241,0.0663,0.661,0.1865,0.2299,0.1391,5.11,
2026-02-06,2026-02-06T23:59,2026-02-07T19:00,1,0.5644,0.213,0.8576,0.5464,0.5818,0.4545,7.59,
2026-02-06,2026-02-06T23:59,2026-02-07T20:00,1,0.7087,0.2395,0.964,0.682,0.6661,0.6554,8.94,
2026-02-06,2026-02-06T23:59,2026-02-07T21:00,1,0.8166,0.3639,0.9778,0.8459,0.7934,0.8341,10.17,
2026-02-06,2026-02-06T23:59,2026-02-07T22:00,1,0.8418,0.4291,0.9773,0.8336,0.8124,0.8852,10.57,
2026-02-06,2026-02-06T23:59,2026-02-07T23:00,1,0.841,0.4461,0.976,0.8399,0.8332,0.9319,11.06,
2026-02-06,2026-02-06T23:59,2026-02-08T00:00,2,0.7784,0.3542,0.9713,0.7715,0.8009,0.8542,10.32,
2026-02-06,2026-02-06T23:59,2026-02-08T01:00,2,0.6979,0.2439,1.0,0.6502,0.698,0.7102,9.3,
2026-02-06,2026-02-06T23:59,2026-02-08T02:00,2,0.6845,0.301,0.99,0.6715,0.6739,0.7648,9.67,
2026-02-06,2026-02-06T23:59,2026-02-08T03:00,2,0.6959,0.2884,0.9766,0.7072,0.7003,0.7732,9.73,
2026-02-06,2026-02-06T23:59,2026-02-08T04:00,2,0.6257,0.1955,0.9682,0.6369,0.6073,0.6703,9.04,
2026-02-06,2026-02-06T23:59,2026-02-08T05:00,2,0.4399,0.0863,0.8959,0.4509,0.4691,0.4075,7.29,
2026-02-06,2026-02-06T23:59,2026-02-08T06:00,2,0.3583,0.0872,0.845,0.3132,0.3652,0.344,6.88,
2026-02-06,2026-02-06T23:59,2026-02-08T07:00,2,0.2858,0.0215,0.7352,0.2314,0.2636,0.2658,6.31,
2026-02-06,2026-02-06T23:59,2026-02-08T08:00,2,0.2169,0.0117,0.7225,0.1989,0.2345,0.2138,5.89,
2026-02-06,2026-02-06T23:59,2026-02-08T09:00,2,0.1107,0.0039,0.683,0.0675,0.1106,0.1232,4.9,
2026-02-06,2026-02-06T23:59,2026-02-08T10:00,2,0.0597,0.0088,0.5022,0.0285,0.0697,0.0483,3.5,
2026-02-06,2026-02-06T23:59,2026-02-08T11:00,2,0.0122,0.0096,0.1686,0.0101,0.0084,0.01,1.93,
2026-02-06,2026-02-06T23:59,2026-02-08T12:00,2,0.0096,0.0088,0.1938,0.0059,0.0071,0.01,0.97,
2026-02-06,2026-02-06T23:59,2026-02-08T13:00,2,0.0171,0.0089,0.1552,0.011,0.0162,0.01,1.72,
2026-02-06,2026-02-06T23:59,2026-02-08T14:00,2,0.1496,0.0264,0.5441,0.1677,0.1825,0.0816,4.19,
2026-02-06,2026-02-06T23:59,2026-02-08T15:00,2,0.6606,0.1811,0.9641,0.626,0.6845,0.3721,7.07,
2026-02-06,2026-02-06T23:59,2026-02-08T16:00,2,0.908,0.5674,0.9853,0.8581,0.9249,0.7507,9.57,
2026-02-06,2026-02-06T23:59,2026-02-08T17:00,2,0.9167,0.8292,0.9852,0.9423,0.9571,0.8448,10.25,
2026-02-06,2026-02-06T23:59,2026-02-08T18:00,2,0.9805,0.9693,0.9875,0.967,0.9923,0.9167,10.89,
2026-02-06,2026-02-06T23:59,2026-02-08T19:00,2,0.9761,0.9761,0.9852,0.9604,0.9946,0.9658,11.57,
2026-02-06,2026-02-06T23:59,2026-02-08T20:00,2,0.9861,0.9861,0.9861,1.0,0.9875,0.9705,11.77,
2026-02-06,2026-02-06T23:59,2026-02-08T21:00,2,0.9826,0.9826,0.9826,0.9887,0.982,0.9691,11.71,
2026-02-06,2026-02-06T23:59,2026-02-08T22:00,2,0.9825,0.9825,0.9825,0.987,0.9804,0.9762,12.04,
2026-02-06,2026-02-06T23:59,2026-02-08T23:00,2,0.9796,0.9796,0.9796,0.987,0.9799,0.9794,12.43,
2026-02-07,2026-02-07T23:59,2026-02-08T00:00,1,0.8968,0.6011,0.9792,0.9135,0.9051,0.9663,11.59,
2026-02-07,2026-02-07T23:59,2026-02-08T01:00,1,0.8742,0.5879,0.9769,0.9065,0.8487,0.959,11.43,
2026-02-07,2026-02-07T23:59,2026-02-08T02:00,1,0.8159,0.363,0.9743,0.8509,0.7947,0.8872,10.59,
2026-02-07,2026-02-07T23:59,2026-02-08T03:00,1,0.7178,0.2123,1.0,0.7122,0.7065,0.7479,9.55,
2026-02-07,2026-02-07T23:59,2026-02-08T04:00,1,0.5491,0.166,0.9423,0.6143,0.596,0.5742,8.39,
2026-02-07,2026-02-07T23:59,2026-02-08T05:00,1,0.4417,0.1888,0.9094,0.418,0.4649,0.5106,7.97,
2026-02-07,2026-02-07T23:59,2026-02-08T06:00,1,0.4096,0.0692,0.8938,0.3957,0.4532,0.459,7.62,
2026-02-07,2026-02-07T23:59,2026-02-08T07:00,1,0.329,0.027,0.8136,0.2884,0.3396,0.3244,6.74,
2026-02-07,2026-02-07T23:59,2026-02-08T08:00,1,0.114,0.0099,0.6346,0.0984,0.1093,0.131,5.02,
2026-02-07,2026-02-07T23:59,2026-02-08T09:00,1,0.0309,0.0098,0.4074,0.0135,0.0197,0.0457,3.43,
2026-02-07,2026-02-07T23:59,2026-02-08T10:00,1,0.0152,0.0095,0.2382,0.0,0.0025,0.0187,2.58,
2026-02-07,2026-02-07T23:59,2026-02-08T11:00,1,0.0053,0.0053,0.1753,0.0078,0.0071,0.0123,2.17,
2026-02-07,2026-02-07T23:59,2026-02-08T12:00,1,0.0053,0.0053,0.1549,0.0099,0.002,0.01,1.15,
2026-02-07,2026-02-07T23:59,2026-02-08T13:00,1,0.0122,0.0096,0.2352,0.0083,0.0182,0.01,0.71,
2026-02-07,2026-02-07T23:59,2026-02-08T14:00,1,0.123,0.031,0.6,0.0651,0.0912,0.0274,2.93,
2026-02-07,2026-02-07T23:59,2026-02-08T15:00,1,0.5943,0.206,0.9381,0.5396,0.6113,0.2159,5.91,
2026-02-07,2026-02-07T23:59,2026-02-08T16:00,1,0.9417,0.6911,0.9854,0.9394,0.9543,0.5982,8.55,
2026-02-07,2026-02-07T23:59,2026-02-08T17:00,1,0.9831,0.9775,0.9834,0.9839,0.9866,0.899,10.71,
2026-02-07,2026-02-07T23:59,2026-02-08T18:00,1,0.9874,0.9874,0.9874,0.973,0.9868,0.9137,10.86,
2026-02-07,2026-02-07T23:59,2026-02-08T19:00,1,0.9922,0.9922,0.9922,0.9697,0.994,0.9605,11.45,
2026-02-07,2026-02-07T23:59,2026-02-08T20:00,1,0.9829,0.9829,0.9829,0.9966,0.9903,0.9709,11.79,
2026-02-07,2026-02-07T23:59,2026-02-08T21:00,1,0.986,0.986,0.986,0.987,0.9817,0.9756,11.99,
2026-02-07,2026-02-07T23:59,2026-02-08T22:00,1,0.981,0.981,0.981,0.9873,0.9809,0.9792,12.4,
2026-02-07,2026-02-07T23:59,2026-02-08T23:00,1,0.9831,0.9831,0.9831,0.9872,0.9804,0.9781,12.27,
2026-02-07,2026-02-07T23:59,2026-02-09T00:00,2,0.9788,0.9788,0.9788,0.9917,0.9787,0.9772,12.16,
2026-02-07,2026-02-07T23:59,2026-02-09T01:00,2,0.9795,0.9795,0.9795,0.9916,0.9752,0.9764,12.07,
2026-02-07,2026-02-07T23:59,2026-02-09T02:00,2,0.9789,0.9789,0.9789,0.9883,0.9765,0.9767,12.1,
2026-02-07,2026-02-07T23:59,2026-02-09T03:00,2,0.978,0.978,0.98,0.9874,0.984,0.9698,11.74,
2026-02-07,2026-02-07T23:59,2026-02-09T04:00,2,0.9791,0.9791,0.9791,0.9936,0.9831,0.976,12.02,
2026-02-07,2026-02-07T23:59,2026-02-09T05:00,2,0.9813,0.976,0.9813,0.9714,0.9823,0.9378,11.14,
2026-02-07,2026-02-07T23:59,2026-02-09T06:00,2,0.9839,0.8987,0.9839,0.9781,0.9832,0.9059,10.78,
2026-02-07,2026-02-07T23:59,2026-02-09T07:00,2,0.989,0.8579,0.989,0.9585,0.9819,0.8542,10.32,
2026-02-07,2026-02-07T23:59,2026-02-09T08:00,2,0.9748,0.8853,0.9783,0.9469,0.9807,0.8126,10.01,
2026-02-07,2026-02-07T23:59,2026-02-09T09:00,2,0.973,0.8673,0.9854,0.9537,0.9756,0.822,10.08,
2026-02-07,2026-02-07T23:59,2026-02-09T10:00,2,0.9622,0.7939,0.9821,0.9389,0.967,0.6795,9.1,
2026-02-07,2026-02-07T23:59,2026-02-09T11:00,2,0.9616,0.8547,0.9823,0.9378,0.9719,0.7316,9.44,
2026-02-07,2026-02-07T23:59,2026-02-09T12:00,2,0.9717,0.8931,0.9811,0.9559,0.9705,0.7577,9.62,
2026-02-07,2026-02-07T23:59,2026-02-09T13:00,2,0.9748,0.8386,0.9826,0.9692,0.9678,0.6979,9.22,
2026-02-07,2026-02-07T23:59,2026-02-09T14:00,2,0.9661,0.9519,0.9812,0.9774,0.9735,0.7676,9.69,
2026-02-07,2026-02-07T23:59,2026-02-09T15:00,2,0.9722,0.8943,0.9832,0.9723,0.9678,0.8084,9.98,
2026-02-07,2026-02-07T23:59,2026-02-09T16:00,2,0.9901,0.8663,0.9901,0.9699,0.9781,0.7746,9.74,
2026-02-07,2026-02-07T23:59,2026-02-09T17:00,2,0.9687,0.8169,0.9855,0.9635,0.9523,0.8098,9.99,
2026-02-07,2026-02-07T23:59,2026-02-09T18:00,2,0.9816,0.4913,0.9816,0.9575,0.9721,0.6642,9.0,
2026-02-07,2026-02-07T23:59,2026-02-09T19:00,2,0.8549,0.2569,0.9962,0.8983,0.9058,0.5423,8.18,
2026-02-07,2026-02-07T23:59,2026-02-09T20:00,2,0.4843,0.1133,0.9369,0.4828,0.5137,0.2908,6.5,
2026-02-07,2026-02-07T23:59,2026-02-09T21:00,2,0.1263,0.0095,0.4253,0.1488,0.1395,0.0453,3.42,
2026-02-07,2026-02-07T23:59,2026-02-09T22:00,2,0.0126,0.0094,0.2536,0.0172,0.0151,0.01,1.27,
2026-02-07,2026-02-07T23:59,2026-02-09T23:00,2,0.0194,0.0102,0.2817,0.0279,0.0231,0.01,1.17,
2026-02-08,2026-02-08T23:59,2026-02-09T00:00,1,0.9793,0.9793,0.9793,0.9919,0.9804,0.9728,11.87,
2026-02-08,2026-02-08T23:59,2026-02-09T01:00,1,0.9796,0.9796,0.9799,0.9925,0.9742,0.9766,12.09,
2026-02-08,2026-02-08T23:59,2026-02-09T02:00,1,0.9794,0.9794,0.9794,0.9886,0.9868,0.974,11.92,
2026-02-08,2026-02-08T23:59,2026-02-09T03:00,1,0.9792,0.9792,0.9792,0.9886,0.9818,0.9777,12.22,
2026-02-08,2026-02-08T23:59,2026-02-09T04:00,1,0.9786,0.9786,0.9786,0.9963,0.9873,0.9672,11.63,
2026-02-08,2026-02-08T23:59,2026-02-09T05:00,1,0.9814,0.976,0.9814,0.9764,0.9835,0.8901,10.62,
2026-02-08,2026-02-08T23:59,2026-02-09T06:00,1,0.9892,0.8719,0.9892,0.9584,0.9886,0.8014,9.93,
2026-02-08,2026-02-08T23:59,2026-02-09T07:00,1,0.9687,0.8713,0.9797,0.9452,0.9769,0.7915,9.86,
2026-02-08,2026-02-08T23:59,2026-02-09T08:00,1,0.9666,0.8786,0.9822,0.9527,0.9769,0.7591,9.63,
2026-02-08,2026-02-08T23:59,2026-02-09T09:00,1,0.9584,0.721,0.985,0.9583,0.9834,0.7071,9.28,
2026-02-08,2026-02-08T23:59,2026-02-09T10:00,1,0.9702,0.8554,0.9837,0.959,0.9685,0.7507,9.57,
2026-02-08,2026-02-08T23:59,2026-02-09T11:00,1,0.9648,0.9079,0.9825,0.9461,0.9746,0.7986,9.91,
2026-02-08,2026-02-08T23:59,2026-02-09T12:00,1,0.9757,0.9207,0.9824,0.9567,0.9714,0.826,10.11,
2026-02-08,2026-02-08T23:59,2026-02-09T13:00,1,0.9662,0.8968,0.9831,0.9683,0.9699,0.7549,9.6,
2026-02-08,2026-02-08T23:59,2026-02-09T14:00,1,0.9715,0.9486,0.9825,0.9855,0.9769,0.8098,9.99,
2026-02-08,2026-02-08T23:59,2026-02-09T15:00,1,0.9751,0.8603,0.9814,0.9852,0.9756,0.6933,9.19,
2026-02-08,2026-02-08T23:59,2026-02-09T16:00,1,0.9815,0.7918,0.9815,0.9835,0.974,0.7148,9.33,
2026-02-08,2026-02-08T23:59,2026-02-09T17:00,1,0.9492,0.4726,0.9902,0.9457,0.9055,0.5062,7.94,
2026-02-08,2026-02-08T23:59,2026-02-09T18:00,1,0.7604,0.1887,0.9573,0.7309,0.8084,0.33,6.78,
2026-02-08,2026-02-08T23:59,2026-02-09T19:00,1,0.2982,0.0748,0.8732,0.2691,0.25,0.1625,5.37,
2026-02-08,2026-02-08T23:59,2026-02-09T20:00,1,0.2346,0.0168,0.5813,0.2215,0.1757,0.0618,3.8,
2026-02-08,2026-02-08T23:59,2026-02-09T21:00,1,0.0692,0.009,0.2661,0.0551,0.0474,0.0157,2.43,
2026-02-08,2026-02-08T23:59,2026-02-09T22:00,1,0.0455,0.0106,0.3036,0.0339,0.0209,0.01,1.85,
2026-02-08,2026-02-08T23:59,2026-02-09T23:00,1,0.0438,0.0104,0.258,0.032,0.0345,0.0125,2.19,
2026-02-08,2026-02-08T23:59,2026-02-10T00:00,2,0.1257,0.0149,0.475,0.1061,0.0814,0.0372,3.21,
2026-02-08,2026-02-08T23:59,2026-02-10T01:00,2,0.1652,0.0155,0.4581,0.1797,0.1298,0.06,3.76,
2026-02-08,2026-02-08T23:59,2026-02-10T02:00,2,0.1527,0.0225,0.6107,0.1881,0.1355,0.0645,3.86,
2026-02-08,2026-02-08T23:59,2026-02-10T03:00,2,0.1526,0.0158,0.6309,0.1881,0.1251,0.0833,4.22,
2026-02-08,2026-02-08T23:59,2026-02-10T04:00,2,0.1963,0.0158,0.5886,0.2565,0.1913,0.113,4.73,
2026-02-08,2026-02-08T23:59,2026-02-10T05:00,2,0.2168,0.0369,0.7358,0.3025,0.1989,0.107,4.63,
2026-02-08,2026-02-08T23:59,2026-02-10T06:00,2,0.5784,0.3172,0.9342,0.6198,0.5822,0.2047,5.8,
2026-02-08,2026-02-08T23:59,2026-02-10T07:00,2,0.0895,0.0105,0.5299,0.0914,0.077,0.0449,3.41,
2026-02-08,2026-02-08T23:59,2026-02-10T08:00,2,0.1794,0.008,0.6818,0.1739,0.2108,0.1752,5.51,
2026-02-08,2026-02-08T23:59,2026-02-10T09:00,2,0.0213,0.0088,0.4337,0.0221,0.0171,0.0349,3.15,
2026-02-08,2026-02-08T23:59,2026-02-10T10:00,2,0.1021,0.0058,0.5942,0.1102,0.126,0.1346,5.06,
2026-02-08,2026-02-08T23:59,2026-02-10T11:00,2,0.0373,0.0081,0.4307,0.0291,0.0208,0.0307,3.04,
2026-02-08,2026-02-08T23:59,2026-02-10T12:00,2,0.1245,0.0103,0.6601,0.1238,0.1714,0.1292,5.0,
2026-02-08,2026-02-08T23:59,2026-02-10T13:00,2,0.47,0.0554,0.8693,0.4354,0.4362,0.4236,7.39,
2026-02-08,2026-02-08T23:59,2026-02-10T14:00,2,0.2599,0.0446,0.7548,0.2294,0.3025,0.1244,4.92,
2026-02-08,2026-02-08T23:59,2026-02-10T15:00,2,0.2978,0.0654,0.8247,0.2474,0.381,0.1301,5.01,
2026-02-08,2026-02-08T23:59,2026-02-10T16:00,2,0.4574,0.15,0.899,0.467,0.4868,0.1915,5.67,
2026-02-08,2026-02-08T23:59,2026-02-10T17:00,2,0.1876,0.0255,0.6397,0.1927,0.1679,0.0708,4.0,
